epoch,hp_metric,loss,step,val_loss
,5.872438430786133,,0,
0,,-0.005065560340881348,49,
0,,-0.022756583988666534,99,
0,,-0.02130122482776642,149,
0,,-0.048396870493888855,199,
0,,-0.0475575253367424,249,
,-0.005292926449328661,,256,
0,,,255,-0.005292926449328661
1,,-0.025207877159118652,299,
1,,-0.4492678940296173,349,
1,,-0.046532124280929565,399,
1,,0.18699929118156433,449,
1,,-0.02618660032749176,499,
,-0.005293011199682951,,512,
1,,,511,-0.005293011199682951
2,,0.46261969208717346,549,
2,,0.053626254200935364,599,
2,,-1.494133710861206,649,
2,,0.09247875213623047,699,
2,,0.002704992890357971,749,
,-0.005292820278555155,,768,
2,,,767,-0.005292820278555155
3,,-0.03591477870941162,799,
3,,-0.0718454122543335,849,
3,,0.05595499277114868,899,
3,,-0.08823427557945251,949,
3,,0.09712192416191101,999,
,-0.0052927290089428425,,1024,
3,,,1023,-0.0052927290089428425
4,,0.2312125265598297,1049,
4,,0.0425354465842247,1099,
4,,0.4156397581100464,1149,
4,,0.0995415449142456,1199,
4,,-0.004183933138847351,1249,
,-0.005292718764394522,,1280,
4,,,1279,-0.005292718764394522
5,,-0.11073441058397293,1299,
5,,-0.07633382081985474,1349,
5,,-0.049748942255973816,1399,
5,,-0.12049578130245209,1449,
5,,-0.0496210977435112,1499,
,-0.005292718764394522,,1536,
5,,,1535,-0.005292718764394522
6,,-0.023558158427476883,1549,
6,,0.0002537062391638756,1599,
6,,0.03611070662736893,1649,
6,,-0.972990870475769,1699,
6,,-0.6813722848892212,1749,
,-0.005292714573442936,,1792,
6,,,1791,-0.005292714573442936
