scene,song,listener,left_haaqi,right_haaqi,avg_haaqi
S62185,41_Miserere_fl_fl_ob_sax_bn_0002,L6213,0.134913251185298,0.1391791920860603,0.13704622163567914
S62188,41_Miserere_fl_fl_ob_sax_bn_0002,L6240,0.15114222031372718,0.1695724463207781,0.16035733331725263
S62192,04_Allegro_fl_fl_0001,L6215,0.2788451060788708,0.2810725730566299,0.27995883956775036
S62195,04_Allegro_fl_fl_0002,L6235,0.13166479962527122,0.1311663337108565,0.13141556666806387
S62199,04_Allegro_fl_fl_0003,L6216,0.14593408791121798,0.14056238754716666,0.14324823772919232
S62202,04_Allegro_fl_fl_0004,L6236,0.13681486417792202,0.11767368436389652,0.12724427427090929
S62206,04_Allegro_fl_fl_0005,L6205,0.13972897797213898,0.1433968220269199,0.14156289999952942
S62209,04_Allegro_fl_fl_0006,L6235,0.14694812513334654,0.1478535490515465,0.1474008370924465
S62213,04_Allegro_fl_fl_0007,L6206,0.1298417438503881,0.14893444379116663,0.13938809382077738
S62216,04_Allegro_fl_fl_0007,L6234,0.11605024172488494,0.12073338454084698,0.11839181313286595
S62220,04_Allegro_fl_fl_0008,L6201,0.13633024068879507,0.12879199850653172,0.1325611195976634
S62223,04_Allegro_fl_fl_0009,L6229,0.15683914072890126,0.15094080273474741,0.15388997173182434
S62226,04_Allegro_fl_fl_0010,L6251,nan,nan,nan
S62230,03_Dance_fl_cl_0001,L6224,0.291306164241236,0.29293475916458955,0.2921204617029128
S62233,03_Dance_fl_cl_0002,L6250,0.1338397917428053,0.15235617178328026,0.14309798176304278
S62237,03_Dance_fl_cl_0003,L6223,0.13553961327315434,0.1327846351896437,0.134162124231399
S62240,03_Dance_fl_cl_0003,L6244,0.10143525532091664,0.10821272429536222,0.10482398980813942
S62244,03_Dance_fl_cl_0004,L6220,0.09797362165298966,0.09901892136022786,0.09849627150660875
S62247,03_Dance_fl_cl_0005,L6247,0.12465256988223597,0.12041360932080415,0.12253308960152007
S62251,03_Dance_fl_cl_0006,L6217,0.13562741817905444,0.12477591845591716,0.1302016683174858
S62254,14_Waltz_fl_fl_cl_0001,L6242,0.23417401770539822,0.21606630142523947,0.22512015956531883
S62258,14_Waltz_fl_fl_cl_0002,L6218,0.15330876090187914,0.156640312912223,0.15497453690705107
S62261,14_Waltz_fl_fl_cl_0003,L6240,0.13754062009971674,0.13557823583390283,0.13655942796680978
S62265,14_Waltz_fl_fl_cl_0004,L6208,0.13192606075854826,0.14123599395552133,0.1365810273570348
S62268,14_Waltz_fl_fl_cl_0004,L6240,0.12151874914531888,0.12720755118135507,0.12436315016333697
S62272,14_Waltz_fl_fl_cl_0005,L6209,0.16097759710831006,0.16371495047845222,0.16234627379338112
S62275,14_Waltz_fl_fl_cl_0006,L6232,0.1308102746333518,0.14012651462883136,0.13546839463109156
S62279,06_Entertainer_sax_sax_0001,L6211,0.11036304701965613,0.12034959359893797,0.11535632030929704
S62282,06_Entertainer_sax_sax_0002,L6236,0.10249270161288584,0.08966890198588576,0.0960808017993858
S62286,06_Entertainer_sax_sax_0003,L6203,0.12252246324025108,0.11328886674965066,0.11790566499495087
S62289,06_Entertainer_sax_sax_0004,L6237,0.08252313414545742,0.0877035787302116,0.08511335643783452
S62293,06_Entertainer_sax_sax_0005,L6204,0.07967114063973463,0.07258268821677498,0.07612691442825481
S62296,06_Entertainer_sax_sax_0005,L6228,0.06826223538286691,0.06903163705056993,0.06864693621671841
S62299,02-AchLiebenChristen_0001,L6251,nan,nan,nan
S62303,02-AchLiebenChristen_0002,L6225,0.12372738660077445,0.12810568919743076,0.12591653789910262
S62306,08-FuerDeinenThron_0001,L6249,0.4130695270669469,0.41985859125548153,0.4164640591612142
S62310,08-FuerDeinenThron_0002,L6228,0.16534799880774745,0.1653318089565889,0.16533990388216818
S62313,01-AchGottundHerr_0001,L6247,0.32755297519524706,0.29800769533279065,0.3127803352640188
S62317,10-NunBitten_0001,L6215,0.24920060777782996,0.22854286703408638,0.23887173740595818
S62320,10-NunBitten_0001,L6241,0.2664459321160444,0.17866579958365392,0.22255586584984915
S62324,10-NunBitten_0002,L6219,0.1415775258010462,0.11660066740134283,0.12908909660119453
S62327,05-DieNacht_0001,L6243,0.27292010935458044,0.2357998288313674,0.2543599690929739
S62331,05-DieNacht_0002,L6218,0.15153143268685132,0.1515650090078804,0.15154822084736586
S62334,07-HerrGott_0001,L6240,0.34203905481247915,0.35970814898190073,0.35087360189718997
S62338,07-HerrGott_0002,L6213,0.144993274816568,0.18539478086250583,0.1651940278395369
S62341,03-ChristederdubistTagundLicht_0001,L6233,0.25150664025689473,0.2484858162753659,0.24999622826613033
S62345,09-Jesus_0001,L6209,0.24053941253621391,0.28153807013047744,0.2610387413333457
S62348,09-Jesus_0001,L6237,0.2900681598435002,0.25757098861571837,0.2738195742296093
