epoch,hp_metric,loss,step,val_loss
,4.411629676818848,,0,
0,,-0.04035899043083191,49,
0,,-0.045301973819732666,99,
0,,0.6315767765045166,149,
0,,-0.02442958950996399,199,
0,,0.08342139422893524,249,
0,,-0.0896945595741272,299,
0,,0.003849029541015625,349,
0,,0.015440069139003754,399,
0,,0.014806412160396576,449,
0,,0.08109454810619354,499,
0,,0.004691287875175476,549,
0,,0.07415065169334412,599,
0,,0.06211115047335625,649,
0,,-0.01837630569934845,699,
0,,-0.002096205949783325,749,
0,,-0.3201296925544739,799,
0,,-0.04307527467608452,849,
0,,0.06985270977020264,899,
0,,-0.009716928005218506,949,
0,,0.08426216244697571,999,
0,,0.017431214451789856,1049,
,-0.008462917990982533,,1088,
0,,,1087,-0.008462917990982533
1,,0.07915392518043518,1099,
1,,-0.027011632919311523,1149,
1,,-0.07826930284500122,1199,
1,,-0.3160412311553955,1249,
1,,0.07218867540359497,1299,
1,,-1.014383316040039,1349,
1,,0.011446073651313782,1399,
1,,-0.0319061279296875,1449,
1,,-0.852580189704895,1499,
1,,0.02074771374464035,1549,
1,,0.09999895095825195,1599,
1,,0.022791825234889984,1649,
1,,-1.049484133720398,1699,
1,,-1.0637993812561035,1749,
1,,0.5886654853820801,1799,
1,,-0.39592689275741577,1849,
1,,-1.1366361379623413,1899,
1,,-0.06831538677215576,1949,
1,,-1.1488651037216187,1999,
1,,-0.6615453958511353,2049,
1,,-0.003072202205657959,2099,
1,,-0.21198770403862,2149,
,-0.008462915197014809,,2176,
1,,,2175,-0.008462915197014809
2,,0.05238470435142517,2199,
2,,0.09435079991817474,2249,
2,,-0.8997454047203064,2299,
2,,-0.015199817717075348,2349,
2,,0.048062942922115326,2399,
2,,-0.033549726009368896,2449,
2,,0.5045948624610901,2499,
2,,-0.616283118724823,2549,
2,,-0.10730741918087006,2599,
2,,-1.514875054359436,2649,
2,,-0.017775896936655045,2699,
2,,0.0018310025334358215,2749,
2,,0.08905470371246338,2799,
2,,-0.001262366771697998,2849,
2,,0.08648097515106201,2899,
2,,-0.09537999331951141,2949,
2,,-2.357102155685425,2999,
2,,0.08509454131126404,3049,
2,,0.030436694622039795,3099,
2,,-0.006874054670333862,3149,
2,,-1.5490461587905884,3199,
2,,-0.2596682906150818,3249,
,-0.008462886326014996,,3264,
2,,,3263,-0.008462886326014996
3,,-3.0049915313720703,3299,
3,,-0.019737213850021362,3349,
3,,0.0011079981923103333,3399,
3,,0.01865001767873764,3449,
3,,-0.9267913103103638,3499,
3,,0.08072549104690552,3549,
3,,-0.013846710324287415,3599,
3,,0.010620251297950745,3649,
3,,0.00877314805984497,3699,
3,,0.010847404599189758,3749,
3,,-0.7914121150970459,3799,
3,,0.006689855828881264,3849,
3,,-1.2500675916671753,3899,
3,,0.1107332706451416,3949,
3,,0.014275357127189636,3999,
3,,0.07229404151439667,4049,
3,,0.7274494171142578,4099,
3,,-0.168491929769516,4149,
3,,0.05552193522453308,4199,
3,,-0.008999168872833252,4249,
3,,-1.0630362033843994,4299,
3,,0.17128781974315643,4349,
,-0.008462894707918167,,4352,
3,,,4351,-0.008462894707918167
4,,0.011036232113838196,4399,
4,,-0.029976651072502136,4449,
4,,-0.023084774613380432,4499,
4,,-0.015758901834487915,4549,
4,,0.013039004057645798,4599,
4,,-2.576514959335327,4649,
4,,0.04922163486480713,4699,
4,,0.048425108194351196,4749,
4,,0.06915430724620819,4799,
4,,-0.0013130158185958862,4849,
4,,-0.6872422695159912,4899,
4,,-0.020973537117242813,4949,
4,,-0.011503379791975021,4999,
4,,0.4326518177986145,5049,
4,,-0.10140877962112427,5099,
4,,0.041478633880615234,5149,
4,,0.08461761474609375,5199,
4,,0.3995341360569,5249,
4,,-0.24107633531093597,5299,
4,,0.06284558773040771,5349,
4,,-0.7145349383354187,5399,
,-0.00846288911998272,,5440,
4,,,5439,-0.00846288911998272
5,,0.015140652656555176,5449,
5,,0.039570339024066925,5499,
5,,0.036303967237472534,5549,
5,,0.026438802480697632,5599,
5,,0.009546041488647461,5649,
5,,0.010002784430980682,5699,
5,,-0.04661731421947479,5749,
5,,-0.009500019252300262,5799,
5,,-0.7871481776237488,5849,
5,,-0.03102174401283264,5899,
5,,0.023078352212905884,5949,
5,,-0.9482124447822571,5999,
5,,-1.3249777555465698,6049,
5,,0.06425655633211136,6099,
5,,0.013713568449020386,6149,
5,,-0.18348701298236847,6199,
5,,-0.8220934867858887,6249,
5,,0.10743165016174316,6299,
5,,0.03233438730239868,6349,
5,,-0.00010825693607330322,6399,
5,,0.12357677519321442,6449,
5,,-1.4760913848876953,6499,
,-0.00846288911998272,,6528,
5,,,6527,-0.00846288911998272
